Country Name,Country Code,Year,average_value_Age dependency ratio (% of working-age population),"average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)",average_value_Population ages 15-64 (% of total population),"average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)",average_value_Population ages 65 and above (% of total population),"average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)",average_value_Population growth (annual %),"average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total",average_value_Sex ratio at birth (male births per female births)
Equatorial Guinea,GNQ,2020,64.3672963,3.914279723,60.45301658,9.600950844,7.839129655,60.83935324,350614,56.31403538,502950,64.44937082,853567,9.287268814,10.29870063,8.999124646,11.81014378,8.444680014,11.67200595,6.329534777,8.445885338,4.313810522,5.362003127,3.142923684,3.471642021,2.690791112,2.618467926,1.937825748,1.661370102,1.567125224,1.270022297,2.381422467,17429,2.799367175,15983,2.048104769,33411,1.244288112,0.956457111,0.761317368,0.561777596,0.482488897,0.33227402,0.311272797,0.197596043,3.407619459,622605,44.37716725,780380,55.62283275,1402985,
Grenada,GRD,2015,48.86655348,14.26825127,34.59830221,8.12313584,8.189694153,67.17397057,36086,66.439592,37540,67.89777352,73625,8.951651508,8.992747201,8.565010863,8.857096348,8.286997827,8.205972255,6.131015944,6.104288376,5.672570608,6.12780119,5.416651324,5.744361446,5.878778952,6.031941254,5.593401333,5.603284559,3.820377803,4.040586735,9.584941468,5801,10.68048754,4705,8.509830165,10505,3.069190264,2.991553474,2.651250138,2.139666118,2.220421991,1.738139594,2.739625143,1.64047098,0.643471646,54314,49.5552129,55289,50.4447871,109603,1.05
Honduras,HND,2014,63.15795035,6.908321555,56.2496288,11.08375444,11.50849681,61.29030709,2766021,61.67002772,2722883,60.90937602,5488902,9.711863141,10.01224951,8.631352706,8.784927648,7.617238492,7.605565875,6.457355812,6.283464687,5.294775367,4.99782569,4.370423137,4.037483133,3.480316909,3.16453799,2.82293189,2.545978153,2.20001583,1.968846524,4.234126868,207540,4.627223566,171648,3.839670149,379191,1.530412836,1.360263458,1.129739064,0.982040916,0.858089782,0.717522253,1.108981884,0.779843521,1.76927099,4485195,50.08269147,4470384,49.91730853,8955579,1.05
Kenya,KEN,2011,82.31548336,3.557498455,78.75798491,10.56895754,10.69016849,54.84997617,11986326,55.14210275,11696954,54.55385896,23683271,9.754748068,9.780010477,8.614746233,8.608993787,7.043252848,7.042997583,5.568211815,5.570065582,4.27005223,4.244075587,3.304378613,3.210239282,2.580516735,2.413293676,2.013391079,1.790023764,1.423847589,1.203990726,1.95128689,493997,2.272592397,348547,1.625601321,842532,0.893713888,0.709925866,0.648534643,0.467816221,0.441888493,0.288590443,0.288455372,0.159268792,2.693743646,21737158,50.34281827,21441112,49.65718173,43178270,1.03
Lao PDR,LAO,2012,63.6438868,6.098664319,57.54522248,11.42467299,11.68352902,61.10830425,1981886,61.29175316,1956262,60.92378104,3938141,10.44407223,10.68212728,8.642139484,8.722425638,7.109231774,6.996514169,6.036193285,5.86926374,5.072199777,4.913517569,4.218890327,4.118219906,3.446173962,3.386983303,2.749844752,2.672532754,2.148334574,1.878667667,3.726788455,135823,4.200458447,104351,3.249798583,240174,1.6040993,1.289972373,1.176887907,0.943382418,0.782025082,0.596200746,0.637446158,0.420243046,1.516012622,3233528,50.17479173,3210999,49.82520827,6444527,1.05
Low income,LIC,2017,85.72599802,5.970957808,78.64342665,10.77348448,11.02559755,54.16696024,167887638,54.40630091,165220506,53.92597804,333107914,9.19536651,9.365132926,7.652282102,7.737545686,6.407843847,6.349056858,5.249086432,5.142002835,4.315674213,4.23847881,3.621402908,3.484587003,2.932414167,2.742179807,2.400665705,2.190169049,1.85808055,1.651227517,3.23428629,11247741,3.644985353,8641989,2.820640853,19889733,1.4156742,1.189708464,1.049010951,0.822702541,0.6615023,0.478989946,0.518797902,0.329239902,2.615567868,308581240,50.17865696,306383884,49.82134304,614965124,1.03695586
Low income,LIC,2012,89.87999703,6.023560953,82.77236126,10.67774804,10.94574806,52.96724574,144872630,53.26257888,141789575,52.66902388,286661746,8.942614722,9.100837145,7.53084781,7.510977832,6.194761873,6.11499601,5.105414296,5.059600924,4.294795136,4.183800356,3.500352991,3.330900239,2.898908177,2.709796527,2.294560391,2.107378692,1.822575449,1.604988098,3.19051433,9756425,3.586960188,7511078,2.79005806,17267245,1.444128295,1.208049534,1.021280288,0.802769486,0.640320606,0.463725047,0.481230999,0.315513992,2.604624577,271997025,50.25760649,269208663,49.74239351,541205688,1.036958722
Liechtenstein,LIE,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505858374,,,,,37655,
North Macedonia,MKD,2011,41.40027264,16.62436566,24.77590698,7.172966063,7.531594803,70.72121562,723807,69.83352228,741879,71.60932,1465686,7.69733954,8.069814065,7.836079018,8.263441727,7.489809209,7.865954832,7.055355894,7.335360986,7.077739453,7.319144911,6.972382354,7.067602695,6.743722714,6.839129776,6.568513471,6.511622969,5.219614559,4.805653233,11.75693744,136342,13.1543935,107319,10.35888684,243661,4.191803951,3.647169088,3.711618708,2.993699862,2.808075448,2.118224842,2.442895391,1.599793052,0.084330529,1036475,50.01124255,1036009,49.98875745,2072484,1.076
North Macedonia,MKD,2016,42.12037241,18.27511333,23.84525908,5.972769458,6.328408783,70.36289441,721454,69.39940437,742622,71.32517206,1464073,7.005313746,7.377412892,7.588344389,7.956852719,7.74061918,8.153168815,7.40778862,7.749779577,6.981938651,7.210486583,6.989345574,7.17033975,6.853519924,6.854735694,6.566670001,6.506668408,6.293094824,6.017318845,12.85891626,149393,14.3706809,118164,11.34906807,267561,4.874524803,4.269010678,3.717217152,3.031085943,2.955650809,2.194437454,2.823288135,1.854533999,0.06783522,1039568,49.96131195,1041178,50.03868805,2080746,1.067
North Macedonia,MKD,2017,42.67585587,18.90431311,23.77154276,5.869193846,6.217309714,70.08894349,718995,69.12011121,740258,71.05669596,1459249,6.759878525,7.129878046,7.514629243,7.880608763,7.727374542,8.130084422,7.488384568,7.849796263,7.031938712,7.272901798,6.947436626,7.128246231,6.874951332,6.89595262,6.584241082,6.494238255,6.322082731,6.057679848,13.24983333,153609,14.76710014,122246,11.73428299,275861,5.127901935,4.543547853,3.774426535,3.065699737,2.930943818,2.188551381,2.933827848,1.936484015,0.06005657,1040211,49.96219974,1041785,50.03780026,2081996,1.064
Netherlands,NLD,2020,55.60927671,31.17604023,24.43323647,5.750484314,6.109548333,64.26352061,5546721,63.38094203,5661564,65.15230794,11208290,5.796915185,6.118485747,6.144204608,6.424524827,6.182796199,6.390403349,5.876238467,6.03445297,5.828691022,5.901117997,6.675879953,6.706457487,7.374739001,7.492575094,7.207985645,7.386977731,6.543007641,6.587764411,20.03482139,1871815,21.38874363,1622487,18.67130053,3494301,5.930636559,5.794021303,5.67932598,5.436899572,3.921605801,3.536381308,5.857175291,3.903998351,0.553470993,8751402,50.17678275,8689737,49.82321725,17441139,
Papua New Guinea,PNG,2019,63.9220432,5.752715296,58.1693279,10.25539861,10.46477341,61.00460922,2626878,61.14552986,2726956,60.86940412,5353837,9.235591843,9.361204693,7.937765997,7.995337511,7.129359876,7.153397614,6.529584452,6.539068766,5.668432916,5.650878982,4.74883313,4.687867954,3.914356902,3.77724519,3.200152324,2.985528384,2.526053814,2.254101608,3.509425418,164126,3.820341574,143870,3.211376043,307991,1.820135807,1.551536369,1.056304916,0.888145141,0.569864631,0.475132762,0.374036221,0.296561772,1.953700073,4296108,48.95225327,4480011,51.04774673,8776119,1.08
Middle East & North Africa (IDA & IBRD countries),TMN,2013,56.81091029,7.687795943,48.17979179,9.166960214,9.378719913,64.15702026,110941719,64.40772655,111820428,63.91031082,222761961,9.59617643,9.677644359,9.531026011,9.476097318,8.376809714,8.277234894,6.818346854,6.725164477,5.751589367,5.591342062,4.995730485,4.864793431,4.157222688,4.088425012,3.408051215,3.331805729,2.605813567,2.499083629,4.932261002,9017205,5.234979943,8108274,4.634236524,17125485,1.864058099,1.724935659,1.404902682,1.259007157,1.034034526,0.913616172,0.931984637,0.736677536,1.816695655,172249084,49.60895422,174964613,50.39104578,347213697,1.057868397
Africa Eastern and Southern,AFE,2012,86.93798576,5.590018723,80.24580301,10.61767456,10.83553685,53.81093911,149530024,54.13205509,145076098,53.48409316,294605668,9.176521151,9.27134671,7.86193546,7.836175535,6.495535854,6.43875681,5.276302244,5.243421967,4.277827378,4.202543108,3.480123488,3.343340341,2.853583898,2.661621823,2.292942641,2.081728945,1.799608416,1.56962107,3.008041271,9380109,3.395736374,7088578,2.61329197,16468512,1.359233722,1.124909628,0.955691173,0.743964603,0.611873248,0.44257837,0.468938231,0.30183937,2.763425798,276231936,50.45490084,271250927,49.54509916,547482863,1.031478977
Bosnia and Herzegovina,BIH,2018,45.42609123,23.95214663,21.4739446,5.393458421,5.900115145,68.76346488,1141305,67.31162794,1144338,70.27484455,2285649,6.153092146,6.80973363,5.737416797,6.272081062,6.805504278,7.395962232,6.950412667,7.456574806,6.477646834,6.946741383,6.68807953,7.076502648,7.535708093,7.470392262,8.168480626,7.851262762,7.401828547,7.095478621,16.47031747,315115,18.58478114,232358,14.26931757,547462,6.345064799,5.713794427,4.322834896,3.337560451,3.773810802,2.588654333,4.143070642,2.62930836,-0.827063452,1695554,51.01053603,1628375,48.98946397,3323929,1.062
Central Europe and the Baltics,CEB,2019,51.99911407,28.79950402,23.15322928,4.464817196,4.992751372,65.8099374,33508545,63.42145387,33879894,68.35609757,67388414,4.952123995,5.542730644,6.016856261,6.818307866,6.732824229,7.702508975,7.004709354,7.905672144,7.492944802,8.248322291,6.915149864,7.498086427,6.344369174,6.664902835,6.317850811,6.302956294,7.179808187,6.679858717,18.95293578,11732165,22.20541008,7675317,15.48572296,19407529,6.853054307,5.830782093,5.351758664,4.075263416,3.870195169,2.515307418,6.130401937,3.064370033,-0.136450277,52834715,51.59713878,49563822,48.40286122,102398537,1.057205031
Switzerland,CHE,2015,48.78883559,26.77801523,22.01082036,5.047074562,5.418454923,67.20934339,2757020,65.90503094,2809523,68.54043981,5566544,5.958331365,6.302121018,6.642531617,6.931731589,7.113277236,7.322044845,6.598623677,6.823602128,6.978833032,7.208533265,7.970293415,8.327259169,7.663701449,7.983339296,6.414830766,6.742651154,5.517533825,5.480702423,17.99733029,830049,19.84185505,660562,16.11491824,1490610,5.454941147,5.272309677,4.569026862,4.159842618,3.584987875,2.977505419,6.23289917,3.705260523,1.138337152,4183323,50.50861329,4099073,49.49138671,8282396,1.052
Channel Islands,CHI,2014,46.79410344,23.95387946,22.84022398,5.352628157,5.873280276,68.12248629,55744,67.11131444,56046,69.15417361,111794,5.937733259,6.363131594,6.469865883,6.751804553,6.688979317,7.082485039,6.837061472,6.992411623,7.87845224,7.986920846,8.22518119,8.217656857,7.512460572,7.506940589,6.463846283,6.511197483,5.745106065,5.868344747,16.31809872,14795,17.81199586,11987,14.79054846,26779,5.010714888,4.826947992,3.845320363,3.676969585,3.373383737,2.98352767,5.58257687,3.303103214,0.652921811,83062,50.61453808,81045,49.38546192,164107,1.057
Curacao,CUW,2012,51.58624951,20.92673252,30.659517,6.395432005,7.681461846,65.96885355,55147,66.91660309,45187,64.85251819,100331,5.707610147,6.277141729,5.316612626,5.25210084,5.4596605,4.974338729,6.427617776,5.785065704,7.512397482,6.859455191,8.373068854,7.836557442,8.371876788,7.667362247,7.241798589,6.769217754,6.110528323,5.749816705,13.80533146,12240,14.85194545,8759,12.57120298,20996,4.900581728,4.454063505,3.733549495,3.364164458,2.741750906,2.274265411,3.476063323,2.478709605,0.829929595,82412,54.18701393,69676,45.81298607,152088,1.05
Early-demographic dividend,EAR,2019,53.15051052,9.118571459,43.63639653,8.957236055,9.297119198,65.46431938,1055828213,65.38826986,1098144898,65.53799262,2153966626,8.698007969,8.964240497,8.365433719,8.523572733,7.946058512,7.979086452,7.296652416,7.280761295,6.355634682,6.299096931,5.566083876,5.474421041,4.821426528,4.693458707,4.0858817,3.920928337,3.295854403,3.105307433,5.969410767,104497589,6.471617768,91913116,5.485433803,196410986,2.489492981,2.284173282,1.707683166,1.456138203,1.145248137,0.92820487,1.129193484,0.816917448,1.289165767,1614705840,49.07486373,1675585189,50.92513627,3290291029,1.0711297
Spain,ESP,2011,47.65382641,25.58701644,22.06680997,4.635744029,5.04494198,67.72598007,15635463,66.07919017,16021636,69.4148508,31656950,5.168041636,5.544020611,6.654317952,6.971216719,8.281469304,8.901315173,8.336104165,9.179418368,7.804326811,8.412193684,7.527154117,7.808571512,6.760214426,6.832509213,5.618986919,5.602223656,5.292830813,5.118439883,17.32905745,4638330,19.60268767,3461530,14.99731845,8100069,4.820123049,4.483389272,3.952837637,3.441790483,4.229582381,3.239598131,6.600144605,3.832540568,0.355338396,23661705,50.62118022,23080992,49.37881978,46742697,1.064
Jordan,JOR,2014,67.15922051,6.203044686,60.95617582,10.11894503,10.0504908,59.82320771,2621197,59.59977699,2714322,60.04042626,5335525,9.247935083,9.184011587,8.358052914,8.360555509,7.601595089,7.71284173,6.440703247,6.652813735,5.634882053,5.933453724,4.544613254,4.748492753,3.466759194,3.41849185,2.4209197,2.299293226,1.765371426,1.679981349,3.710857525,173628,3.947887198,157343,3.480405342,330965,1.478650059,1.327125321,1.163324767,1.035762507,0.732856177,0.675363606,0.573056195,0.442153908,4.586585111,4397998,49.31142252,4520824,50.68857748,8918822,1.054
Kenya,KEN,2012,81.23046019,3.58534821,77.64511198,10.63525246,10.76989256,55.17836258,12380863,55.4655719,12087151,54.88730443,24468000,9.565522495,9.593992052,8.638057625,8.627143851,7.136349064,7.127254719,5.657125342,5.652340882,4.359527506,4.333931333,3.350836773,3.264729828,2.611758025,2.452269825,2.037662172,1.818746466,1.473480434,1.247002908,1.978336516,513405,2.300025607,363869,1.652315635,877263,0.929404685,0.740367675,0.630543147,0.456575657,0.438474511,0.286970692,0.301603264,0.16840161,2.662807804,22321708,50.33820877,22021761,49.66179123,44343469,1.03
St. Martin (French part),MAF,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.961107678,,,,,38002,
Northern Mariana Islands,MNP,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.860646292,,,,,55779,
North America,NAC,2015,50.8035734,22.29360632,28.49993305,6.384246644,6.813793599,66.31583832,117852504,65.43904271,118524932,67.21127042,236377436,6.938599136,7.414986564,6.821255612,7.203236576,6.585261986,6.804040674,6.273768043,6.389653377,6.251123998,6.343816442,6.412908619,6.637561886,6.903622945,7.061283568,6.804292787,6.74608197,6.063962942,5.796815768,14.78419212,29322367,16.28160271,23374688,13.25495325,52697055,5.135413563,4.73289795,3.765236927,3.267873249,2.763658045,2.334442765,4.617294177,2.919739289,0.739847163,180095091,50.52579126,176346811,49.47420874,356507139,1.047525815
Qatar,QAT,2015,16.86665164,1.166931992,15.69971964,5.795135329,3.307132723,85.56762066,437932,71.15072486,1757482,90.11762329,2195415,7.825357962,10.90057527,12.4562347,19.20650556,14.16671676,17.67374676,11.07816585,13.20930218,8.03071979,10.29330703,5.642088777,6.942384124,3.404879618,4.625299135,1.806826656,2.646947071,0.944599423,1.312423438,0.998515031,9356,1.520067457,16264,0.833961898,25619,0.663364197,0.545685103,0.357433562,0.13665202,0.264500836,0.075068877,0.234768862,0.076555897,4.239755685,615499,23.98944073,1950209,76.01055927,2565708,1.045
"Venezuela, RB",VEN,2019,53.8821755,11.71195756,42.17021793,8.410949898,8.980694368,64.98478442,9433252,65.18908233,9097744,64.77462666,18530950,7.447354813,7.722565985,7.432110111,7.513640932,7.492653553,7.410481339,7.048947034,6.885206847,6.622316516,6.438172453,6.00336503,5.838986736,5.644147054,5.448932548,4.975633009,4.717289032,4.111605316,3.818656415,7.610990373,1210591,8.365865385,959915,6.834456514,2170337,3.034082689,2.740738705,2.173240766,1.864191881,1.441529623,1.150198487,1.717012307,1.079327441,-1.293638058,14470601,50.74585417,14045228,49.25414583,28515829,1.05
Zimbabwe,ZWE,2014,82.84004136,5.263111857,77.5769295,10.63748852,11.36072224,54.69261242,3995263,56.05974355,3435757,53.18579269,7430927,9.80955675,9.593160282,8.929259225,7.970275151,7.325354525,6.650350663,5.837855586,5.595538022,4.066694777,3.932791685,3.07532348,2.924496685,2.535291109,2.195508764,2.118680276,1.69057952,1.724239297,1.272369683,2.878534144,254047,3.564673882,137100,2.122318947,391098,1.199192624,0.84140426,1.065345643,0.682269039,0.693944473,0.373193765,0.606191142,0.225451883,1.754741003,7126795,52.45416293,6459915,47.54583707,13586710,1.02
Antigua and Barbuda,ATG,2018,44.6783573,12.73197193,31.94638537,7.247859134,7.957948254,69.11908273,34802,69.79523895,31745,68.38794459,66549,7.528628442,8.210000215,7.368188837,7.617570391,7.450414135,7.199638079,7.46846359,7.070380663,7.518600967,6.898037442,7.568738343,6.910963183,7.125523936,6.665374093,6.030523635,5.611926151,4.488297936,4.24610612,8.79982552,4570,9.165112408,3904,8.41034921,8473,3.323105309,3.147418083,2.430660008,2.285701975,1.552253174,1.4390659,1.859093917,1.538163252,0.894078681,49863,51.78849629,46419,48.21150371,96282,1.03
